title,company,ratings,reviews,experience,salary,location,days_posted,tags,job_simp,post,salary_mentioned,reviews_int,min_experience,max_experience,avg_experience,days_posted_int,bangalore,delhi,kolkata,mumbai,remote,gurgaon,hyderabad,noida,pune,python,sql,deep_learning,big_data,r,nlp,sas,git,tensorflow,pytorch,tableau,power_bi,apache,c++
Data Scientist,Fusion Plus Solutions Inc,2.4,5 Reviews,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,13 Days Ago, deployment data collection big data deep learning devops data data science cloud,data scientist,na,0,5,3,6,4.5,13,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Principle Software Engineer - Data Integration,Conga Software Pvt Ltd,4.3,46 Reviews,10-15 Yrs,30-40 Lacs PA,"Pune(Viman Nagar), Ahmedabad(Makarba), Bangalore/Bengaluru(Marathahalli)",16 Days Ago, Snowflake Data Lake ETL business intelligence tools intelligence integration microsoft azure business intelligence,na,na,1,46,10,15,12.5,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Springer Nature,3.8,159 Reviews,5-9 Yrs,Not disclosed,Hybrid - Pune,19 Days Ago, python NoSQL model deployment machine learning machine data deployment deploying models,data scientist,na,0,159,5,9,7.0,19,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data scientist,Varite,3.8,89 Reviews,6-10 Yrs,Not disclosed,Pune,30+ Days Ago, management computation cloud computing fico programming analytics big data analytical,data scientist,na,0,89,6,10,8.0,30,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Science Leader,Johnson Controls,3.8,2180 Reviews,8-9 Yrs,Not disclosed,Pune,30+ Days Ago, computer neural networks machine learning computer languages python data business solutions science,na,senior,0,2180,8,9,8.5,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jr. Data Science Engineer,Bioenable Technologies,3.2,14 Reviews,0-2 Yrs,Not disclosed,"Pune, Magarpatta City",7 Days Ago, Computer Vision Deep Learning Python computer processing vision tensorflow web scraping,na,junior,0,14,0,2,1.0,7,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Data Scientist Associate,Transunion,4.3,159 Reviews,0-2 Yrs,Not disclosed,Pune,10 Days Ago, operations research data computer science technology research computer data science cloud computing,data scientist,junior,0,159,0,2,1.0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - Phd only,NDS InfoServ,1.5,4 Reviews,0-2 Yrs,12-15 Lacs PA,Mumbai,17 Days Ago, Natural Language Processing Phd Deep Learning data languages processing science process,data scientist,na,1,4,0,2,1.0,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Junior Software Engineer - Data Science,LogiNext,3.6,20 Reviews,0-1 Yrs,Not disclosed,Mumbai,30+ Days Ago, sql management machine learning cloud computing python data science machine,na,junior,0,20,0,1,0.5,30,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Encora,4.1,216 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,14 Days Ago, Data Science pyspark scala languages artificial intelligence machine learning python aws,data scientist,na,0,216,3,5,4.0,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Anixter,5.0,3 Reviews,10-12 Yrs,Not disclosed,Bangalore/Bengaluru,9 Days Ago, python management machine learning project planning strategic planning automation javascript,data scientist,senior,0,3,10,12,11.0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,News Technology Services,4.0,42 Reviews,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,10 Days Ago, Data Scientist,data scientist,senior,0,42,4,9,6.5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Consus Consulting Group,3.4,39 Reviews,8-13 Yrs,Not disclosed,Bangalore/Bengaluru,10 Days Ago, deep learning NLP science data science languages processing process data,data scientist,na,0,39,8,13,10.5,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Senior Data Scientist - Python/Deep Learning Algorithms,Successr Hr Tech,3.8,7 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,12 Days Ago, Algorithms Deep Learning Python machine data science natural language processing quality,data scientist,senior,0,7,5,10,7.5,12,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Senior Data Scientist,Successr Hr Tech,3.8,7 Reviews,5-10 Yrs,Not disclosed,Temp. WFH - Bangalore/Bengaluru,12 Days Ago, Data Science Development scikit-learn ab testing natural language processing software testing data quality senior pytorch,data scientist,senior,0,7,5,10,7.5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Data Scientist,Successr Hr Tech,3.8,7 Reviews,2-7 Yrs,Not disclosed,Temp. WFH - Bangalore/Bengaluru,12 Days Ago, Data Science clustering analysis machine sql data science data analysis,data scientist,na,0,7,2,7,4.5,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Science Professional - Contract To Hire,Successr Hr Tech,3.8,7 Reviews,4-8 Yrs,Not disclosed,Temp. WFH - Bangalore/Bengaluru,12 Days Ago, Data Science hive data collection sql data analysis contract hiring cleansing science,na,na,0,7,4,8,6.0,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Shyam Steel,3.7,342 Reviews,3-8 Yrs,Not disclosed,Kolkata,13 Days Ago, Data Science python c++ data mining sql data science,data scientist,na,0,342,3,8,5.5,13,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Principal Data Scientist with AiraMatrix(Product Company),Airamatrix,3.7,11 Reviews,6-11 Yrs,Not disclosed,"Thane, Hyderabad/Secunderabad",1 Day Ago, Data Science python machine learning Modeling deep learning machine data company,data scientist,senior,0,11,6,11,8.5,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Analyst/Data Scientist - Data Science,Tiger Analytics,3.6,238 Reviews,2-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai",27 Days Ago, python data science Natural Language Processing machine learning senior processing data analysis languages,data scientist,senior,0,238,2,7,4.5,27,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Executive Manager - Sales,Pepsi Foods,4.4,43 Reviews,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, management team executive management infrastructure building technology analytics team building,manager,na,0,43,5,8,6.5,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist I,Novartis,4.1,1273 Reviews,7-12 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, forecasting claims pharmaceutical machine learning clinical trials rf bioinformatics automation,data scientist,na,0,1273,7,12,9.5,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Acme Services,4.8,24 Reviews,3-8 Yrs,Not disclosed,"Mumbai, Nagpur, Thane, Nasik/Nashik, Pune, Aurangabad",20 Days Ago, programming python data science science machine learning query program machine,data scientist,na,0,24,3,8,5.5,20,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Varite,3.8,89 Reviews,7-12 Yrs,Not disclosed,Pune,6 Days Ago, analytical statistics analysis linguistics data structures analytics data microsoft,data scientist,na,0,89,7,12,9.5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intern - Data Science,Smaclify Technologies,4.7,4 Reviews,0-2 Yrs,Not disclosed,Pune,30+ Days Ago, software testing data programming data science machine program machine learning python,na,na,0,4,0,2,1.0,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ML / Data Scientist,Gibots,2.2,3 Reviews,0-2 Yrs,Not disclosed,Pune,30+ Days Ago, pdf analysis machine modeling analytics data structures data science,data scientist,na,0,3,0,2,1.0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist Jr. & Sr.,Thyssenkrupp Materials Services,4.5,2 Reviews,0-4 Yrs,Not disclosed,Pune,30+ Days Ago, sr sql machine learning operations python automotive data automation,data scientist,senior,0,2,0,4,2.0,30,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Jr. AIML developer,Saisystems Health Tech,3.8,13 Reviews,0-2 Yrs,Not disclosed,Pune,30+ Days Ago, analysis machine learning python machine deep learning development data analysis revenue cycle management,mle,junior,0,13,0,2,1.0,30,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Intern - Data Scientist,Tridiagonal Solutions,3.8,21 Reviews,0-1 Yrs,Not disclosed,Pune,30+ Days Ago, sql management machine learning python data troubleshooting data mining machine,data scientist,na,0,21,0,1,0.5,30,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist / Senior Data Scientist,Holcim,3.6,226 Reviews,4-9 Yrs,Not disclosed,"Navi Mumbai, Mumbai (All Areas)",12 Days Ago, deep learning python machine learning machine data senior,data scientist,senior,0,226,4,9,6.5,12,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist (Computer Vision/Deep Learning),Here Technologies,4.0,1070 Reviews,7-12 Yrs,Not disclosed,Mumbai,10 Days Ago, python data science science machine learning computer vision continuous integration analysis deep learning,data scientist,senior,0,1070,7,12,9.5,10,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Data Miner, Global Analytic",Stream Global Services,4.7,12 Reviews,3-6 Yrs,Not disclosed,Mumbai,10 Days Ago, management data analytics team data mining servicing analytics team management business analytics,na,na,0,12,3,6,4.5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - DSR,Danske Bank,4.0,18 Reviews,5-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, management sql stakeholder management data machine learning dsr machine python,data scientist,senior,0,18,5,9,7.0,30,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lead Business Analyst,Ecolab Digital Center (EDC),3.6,36 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,18 Days Ago, computer computation cloud computing analytics sas mysql computer science web technologies,analyst,senior,0,36,3,5,4.0,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Lead/Manager Data Scientist,ACL Digital,3.7,333 Reviews,6-11 Yrs,15-30 Lacs PA,Hybrid - Bangalore/Bengaluru,16 Days Ago, Natural Language Processing Computer Vision Machine Learning Python management languages processing deep learning,data scientist,senior,1,333,6,11,8.5,16,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Data Scientist II,Porter,3.9,236 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,17 Days Ago, productivity statistics logistics supply chain supply deep learning productivity improvement improvement,data scientist,na,0,236,3,5,4.0,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Blackhawk Network,3.8,29 Reviews,7-11 Yrs,Not disclosed,Bangalore/Bengaluru,17 Days Ago, python operations research operations data data analysis process modeling intelligence,data scientist,na,0,29,7,11,9.0,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Hudsons bay Company (HBC),3.9,123 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,17 Days Ago, management sql stakeholder management data machine learning cloud computing computation science,data scientist,na,0,123,3,5,4.0,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Associate Data Scientist,ABInBev ,3.4,26 Reviews,3-4 Yrs,Not disclosed,Hybrid - Bangalore/Bengaluru,17 Days Ago, Excel Macros Excel Vba Python excel sheet vba sheet data data science,data scientist,junior,0,26,3,4,3.5,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,GKN,4.4,23 Reviews,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,18 Days Ago, program analysis big data data analysis analytics data analytics data machine learning,data scientist,na,0,23,3,6,4.5,18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Manager - Data Science,Digit88,4.2,10 Reviews,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,19 Days Ago, analytics management sql forecasting intelligence science data business intelligence,manager,na,0,10,5,7,6.0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist II,roposo,3.4,12 Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,20 Days Ago, analytical open open source analysis analytics data analysis metadata data,data scientist,na,0,12,2,5,3.5,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist III,Glance,3.7,21 Reviews,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,20 Days Ago, python data science science machine learning open source analysis metadata analytical,data scientist,na,0,21,4,7,5.5,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist II,Glance,3.7,21 Reviews,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,20 Days Ago, open source open analysis machine analytics data structures computer science data,data scientist,na,0,21,2,6,4.0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - Corporate Office,Chaitanya India Fin Credit,4.1,179 Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,21 Days Ago, software testing data mining hadoop written communication hypothesis testing statistics cassandra golang,data scientist,na,0,179,2,7,4.5,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Scientist,Gcc Services,3.4,26 Reviews,8-12 Yrs,Not disclosed,Hybrid - Bangalore/Bengaluru,21 Days Ago, python data science neural networks random forest machine learning forest networking data,data scientist,senior,0,26,8,12,10.0,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ML Lead,Entomo,4.0,19 Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,24 Days Ago, machine analytics processing ml languages natural language processing machine learning training,mle,senior,0,19,2,7,4.5,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Data Scientist,VEGA Intellisoft Private Limited,4.0,22 Reviews,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,24 Days Ago, python high performance computing computation machine learning deep learning gcp architecture production,data scientist,na,0,22,8,12,10.0,24,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Lead Data Scientist - Yulu Energy,Yulu Bikes,4.3,21 Reviews,1-2 Yrs,Not disclosed,Bangalore/Bengaluru,25 Days Ago, programming data science science machine learning statistical programming statistics neural networks data mining,data scientist,senior,0,21,1,2,1.5,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assistant/ Engineer - Transport Planner,Arcadis Consulting India Pvt. Ltd,4.2,150 Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,26 Days Ago, it skills technical transportation engineering python data science transportation planning analytics,na,na,0,150,2,5,3.5,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Tecqubes Technologies,2.9,2 Reviews,3-8 Yrs,Not disclosed,Permanent Remote,28 Days Ago, adf Big Data synapse Python sql oracle adf data,data scientist,na,0,2,3,8,5.5,28,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,Mobily Infotech (MIT),4.1,70 Reviews,8-13 Yrs,Not disclosed,Bangalore/Bengaluru(Whitefield),28 Days Ago, data science data science,data scientist,na,0,70,8,13,10.5,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Whizdm Innovations,4.5,4 Reviews,2-5 Yrs,15-25 Lacs PA,Permanent Remote,28 Days Ago, R machine learning xgboost Python data machine,data scientist,na,1,4,2,5,3.5,28,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Scientist,Raytheon Technologies,3.8,49 Reviews,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, Data Scientist data c power bi word hadoop notebook machine,data scientist,na,0,49,5,8,6.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Scientist Advanced Analytics,Eli Lilly And Company,4.3,246 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, advanced analytics python forecasting operations research machine learning supply clinical trials supply chain,data scientist,na,0,246,5,10,7.5,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Artificial Intelligence Specialist,FabHotels,3.4,215 Reviews,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data collection maintenance predictive maintenance data mining intelligence artificial intelligence technology management management,na,senior,0,215,2,6,4.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr Data Scientist,Transunion,4.3,159 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, product engineering engineering algorithms analytical sql open development analytics,data scientist,senior,0,159,5,10,7.5,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist (Python),Pegasus Knowledge Solutions (PKSI),2.7,3 Reviews,5-8 Yrs,6-16 Lacs PA,Bangalore/Bengaluru,13 Days Ago, Data Science Python Development python data engineering engineering machine data machine learning,data scientist,na,1,3,5,8,6.5,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Groww,4.2,63 Reviews,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, mentoring credit machine investment banking management technology management data investment,data scientist,senior,0,63,4,7,5.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Qualitest,3.9,163 Reviews,6-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, mysql sql simulation analysis data analysis data microsoft machine learning,data scientist,na,0,163,6,9,7.5,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Hyperthink Systems,4.6,6 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data analytics analytical machine analytics data forecasting finance,data scientist,na,0,6,5,10,7.5,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IndustrialPhD Research Officer,Stibo,4.8,6 Reviews,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, intelligence supply chain integration automation prototype artificial intelligence machine system integration,na,na,0,6,3,8,5.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Image Processing Engineer,Ageye Technologies,4.6,4 Reviews,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data structures processing data science computer vision image processing agile python,na,na,0,4,2,4,3.0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Ageye Technologies,4.6,4 Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, modeling python data computation analysis agile scrum cloud computing,data scientist,na,0,4,2,7,4.5,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Computer Vision Engineer,Ageye Technologies,4.6,4 Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, application development computer computation cloud computing processing vision c++ image processing,na,na,0,4,2,7,4.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AI Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, recruitment intelligence analytics artificial intelligence data staffing consultancy,data scientist,na,0,2,4,8,6.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Hyper Think Systems,4.6,6 Reviews,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data analytics analytical machine analytics data forecasting finance,data scientist,na,0,6,3,6,4.5,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AI & Data Science Senior Engineer,Wasoko,2.6,2 Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, senior data mining system design operations design sql source agile,na,senior,0,2,2,5,3.5,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior AI Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data senior intelligence analytics artificial intelligence,data scientist,senior,0,2,4,9,6.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Volantis Technologies Pvt Ltd,4.5,15 Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data mining hive programming deep learning spark data machine learning scala,data scientist,na,0,15,3,7,5.0,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Analytic Science-Scientist II,Fico,4.0,129 Reviews,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, presales operations research predictive machine learning research fico neural networks data mining,na,na,0,129,3,6,4.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Caterpillar Inc,4.3,932 Reviews,1-5 Yrs,Not disclosed,Chennai,16 Days Ago, erp ms office data mining analytical analytics data interpersonal skill senior,data scientist,senior,0,932,1,5,3.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - 3,Varite,3.8,89 Reviews,6-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data mining analytical modeling machine analytics computer science data,data scientist,na,0,89,6,9,7.5,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ML Engineer For Intelligent Search,Useready Technology,4.6,41 Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, searching python predictive modeling gcp management sql data data analysis,mle,na,0,41,2,5,3.5,30,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist II,Porter,3.9,236 Reviews,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, machine supply chain productivity improvement data productivity science statistics networking,data scientist,na,0,236,1,4,2.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - Healthcare Analytics,Skillety,2.8,4 Reviews,12-15 Yrs,Not disclosed,Bangalore/Bengaluru,18 Days Ago, tools data programming troubleshooting healthcare analytics machine sql reporting,data scientist,na,0,4,12,15,13.5,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Caterpillar Inc,4.3,932 Reviews,3-5 Yrs,Not disclosed,Chennai,18 Days Ago, analytical people development leadership development analytics data interpersonal skills interpersonal skill,data scientist,senior,0,932,3,5,4.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLP Data Scientist,Eli Lilly And Company,4.3,246 Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, process econometrics operations research predictive research machine learning languages analytics,data scientist,na,0,246,3,7,5.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced Analytics MLOps Engineer,Eli Lilly And Company,4.3,246 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python intelligence analytical artificial intelligence machine analytics computer science data,mle,na,0,246,3,5,4.0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Entropik Tech,3.9,8 Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, research nosql market research sql http finance data machine,data scientist,na,0,8,2,7,4.5,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deep Learning Engineer (SIPS-PS),Sony,4.3,1088 Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python programming technology management deep learning machine technology process data,na,na,0,1088,3,7,5.0,30,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Entropik Tech,3.9,8 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python machine learning financial services agile intelligence publishing artificial intelligence sql,data scientist,senior,0,8,3,5,4.0,30,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,CTD Techs,4.7,25 Reviews,2-6 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru",30+ Days Ago, robotics tools data programming regression data science aws machine,data scientist,na,0,25,2,6,4.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Science,TVS Accessories,4.1,4577 Reviews,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,19 Days Ago, anova media analytics data data science telecommunication text analytics networking machine,na,senior,0,4577,2,6,4.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr . Data Scientist,ORMAE (Operations Research Machine learning & Analytics Experts LLP),3.4,6 Reviews,3-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data science analytical data structures machine analytics computer science data,data scientist,senior,0,6,3,10,6.5,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior ML Engineer,Entropik Tech,3.9,8 Reviews,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python science technology financial services machine learning agile computer engineering,mle,senior,0,8,4,9,6.5,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,HotelHub,4.5,16 Reviews,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python networking data mining analytical machine analytics data coding,data scientist,na,0,16,3,8,5.5,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
